区站号,东经,北纬
120,118.0137951807229,29.473333333333333
121,118.02403614457832,29.473333333333333
122,118.03427710843373,29.473333333333333
123,118.04451807228915,29.473333333333333
124,118.05475903614457,29.473333333333333
125,118.065,29.473333333333333
126,118.07524096385542,29.473333333333333
127,118.08548192771084,29.473333333333333
128,118.09572289156627,29.473333333333333
129,118.10596385542168,29.473333333333333
130,118.1162048192771,29.473333333333333
131,118.12644578313252,29.473333333333333
132,118.13668674698795,29.473333333333333
133,118.14692771084337,29.473333333333333
134,118.1571686746988,29.473333333333333
135,118.16740963855422,29.473333333333333
136,118.17765060240964,29.473333333333333
137,118.18789156626505,29.473333333333333
138,118.19813253012047,29.473333333333333
139,118.2083734939759,29.473333333333333
140,118.21861445783132,29.473333333333333
141,118.22885542168675,29.473333333333333
142,118.23909638554217,29.473333333333333
143,118.24933734939759,29.473333333333333
144,118.259578313253,29.473333333333333
145,118.26981927710843,29.473333333333333
146,118.28006024096385,29.473333333333333
147,118.29030120481927,29.473333333333333
148,118.3005421686747,29.473333333333333
149,118.31078313253012,29.473333333333333
150,118.32102409638554,29.473333333333333
151,118.33126506024097,29.473333333333333
152,118.34150602409638,29.473333333333333
153,118.3517469879518,29.473333333333333
154,118.36198795180722,29.473333333333333
155,118.37222891566265,29.473333333333333
156,118.38246987951807,29.473333333333333
157,118.3927108433735,29.473333333333333
158,118.40295180722892,29.473333333333333
159,118.41319277108433,29.473333333333333
160,118.42343373493975,29.473333333333333
161,118.43367469879517,29.473333333333333
162,118.4439156626506,29.473333333333333
163,118.45415662650602,29.473333333333333
164,118.46439759036144,29.473333333333333
165,118.47463855421687,29.473333333333333
166,118.48487951807229,29.473333333333333
167,117.6451204819277,29.482222222222223
168,117.65536144578313,29.482222222222223
169,117.66560240963855,29.482222222222223
170,117.67584337349398,29.482222222222223
171,117.6860843373494,29.482222222222223
172,117.69632530120482,29.482222222222223
173,117.70656626506025,29.482222222222223
174,117.71680722891567,29.482222222222223
175,117.72704819277108,29.482222222222223
176,117.7372891566265,29.482222222222223
177,117.74753012048193,29.482222222222223
178,117.75777108433735,29.482222222222223
179,117.76801204819277,29.482222222222223
180,117.7782530120482,29.482222222222223
181,117.78849397590362,29.482222222222223
182,117.79873493975903,29.482222222222223
183,117.80897590361445,29.482222222222223
184,117.81921686746988,29.482222222222223
185,117.8294578313253,29.482222222222223
186,117.83969879518072,29.482222222222223
187,117.84993975903615,29.482222222222223
188,117.86018072289157,29.482222222222223
189,117.870421686747,29.482222222222223
190,117.8806626506024,29.482222222222223
191,117.89090361445783,29.482222222222223
192,117.90114457831325,29.482222222222223
193,117.91138554216867,29.482222222222223
194,117.9216265060241,29.482222222222223
195,117.93186746987952,29.482222222222223
196,117.94210843373494,29.482222222222223
197,117.95234939759035,29.482222222222223
198,117.96259036144578,29.482222222222223
199,117.9728313253012,29.482222222222223
200,117.98307228915662,29.482222222222223
201,117.99331325301205,29.482222222222223
202,118.00355421686747,29.482222222222223
203,118.0137951807229,29.482222222222223
204,118.02403614457832,29.482222222222223
205,118.03427710843373,29.482222222222223
206,118.04451807228915,29.482222222222223
207,118.05475903614457,29.482222222222223
208,118.065,29.482222222222223
209,118.07524096385542,29.482222222222223
210,118.08548192771084,29.482222222222223
211,118.09572289156627,29.482222222222223
212,118.10596385542168,29.482222222222223
213,118.1162048192771,29.482222222222223
214,118.12644578313252,29.482222222222223
215,118.13668674698795,29.482222222222223
216,118.14692771084337,29.482222222222223
217,118.1571686746988,29.482222222222223
218,118.16740963855422,29.482222222222223
219,118.17765060240964,29.482222222222223
220,118.18789156626505,29.482222222222223
221,118.19813253012047,29.482222222222223
222,118.2083734939759,29.482222222222223
223,118.21861445783132,29.482222222222223
224,118.22885542168675,29.482222222222223
225,118.23909638554217,29.482222222222223
226,118.24933734939759,29.482222222222223
227,118.259578313253,29.482222222222223
228,118.26981927710843,29.482222222222223
229,118.28006024096385,29.482222222222223
230,118.29030120481927,29.482222222222223
231,118.3005421686747,29.482222222222223
232,118.31078313253012,29.482222222222223
233,118.32102409638554,29.482222222222223
234,118.33126506024097,29.482222222222223
235,118.34150602409638,29.482222222222223
236,118.3517469879518,29.482222222222223
237,118.36198795180722,29.482222222222223
238,118.37222891566265,29.482222222222223
239,118.38246987951807,29.482222222222223
240,118.3927108433735,29.482222222222223
241,118.40295180722892,29.482222222222223
242,118.41319277108433,29.482222222222223
243,118.42343373493975,29.482222222222223
244,118.43367469879517,29.482222222222223
245,118.4439156626506,29.482222222222223
246,118.45415662650602,29.482222222222223
247,118.46439759036144,29.482222222222223
248,118.47463855421687,29.482222222222223
249,118.48487951807229,29.482222222222223
250,117.6451204819277,29.491111111111113
251,117.65536144578313,29.491111111111113
252,117.66560240963855,29.491111111111113
253,117.67584337349398,29.491111111111113
254,117.6860843373494,29.491111111111113
255,117.69632530120482,29.491111111111113
256,117.70656626506025,29.491111111111113
257,117.71680722891567,29.491111111111113
258,117.72704819277108,29.491111111111113
259,117.7372891566265,29.491111111111113
260,117.74753012048193,29.491111111111113
261,117.75777108433735,29.491111111111113
262,117.76801204819277,29.491111111111113
263,117.7782530120482,29.491111111111113
264,117.78849397590362,29.491111111111113
265,117.79873493975903,29.491111111111113
266,117.80897590361445,29.491111111111113
267,117.81921686746988,29.491111111111113
268,117.8294578313253,29.491111111111113
269,117.83969879518072,29.491111111111113
270,117.84993975903615,29.491111111111113
271,117.86018072289157,29.491111111111113
272,117.870421686747,29.491111111111113
273,117.8806626506024,29.491111111111113
274,117.89090361445783,29.491111111111113
275,117.90114457831325,29.491111111111113
276,117.91138554216867,29.491111111111113
277,117.9216265060241,29.491111111111113
278,117.93186746987952,29.491111111111113
279,117.94210843373494,29.491111111111113
280,117.95234939759035,29.491111111111113
281,117.96259036144578,29.491111111111113
282,117.9728313253012,29.491111111111113
283,117.98307228915662,29.491111111111113
284,117.99331325301205,29.491111111111113
285,118.00355421686747,29.491111111111113
286,118.0137951807229,29.491111111111113
287,118.02403614457832,29.491111111111113
288,118.03427710843373,29.491111111111113
289,118.04451807228915,29.491111111111113
290,118.05475903614457,29.491111111111113
291,118.065,29.491111111111113
292,118.07524096385542,29.491111111111113
293,118.08548192771084,29.491111111111113
294,118.09572289156627,29.491111111111113
295,118.10596385542168,29.491111111111113
296,118.1162048192771,29.491111111111113
297,118.12644578313252,29.491111111111113
298,118.13668674698795,29.491111111111113
299,118.14692771084337,29.491111111111113
300,118.1571686746988,29.491111111111113
301,118.16740963855422,29.491111111111113
302,118.17765060240964,29.491111111111113
303,118.18789156626505,29.491111111111113
304,118.19813253012047,29.491111111111113
305,118.2083734939759,29.491111111111113
306,118.21861445783132,29.491111111111113
307,118.22885542168675,29.491111111111113
308,118.23909638554217,29.491111111111113
309,118.24933734939759,29.491111111111113
310,118.259578313253,29.491111111111113
311,118.26981927710843,29.491111111111113
312,118.28006024096385,29.491111111111113
313,118.29030120481927,29.491111111111113
314,118.3005421686747,29.491111111111113
315,118.31078313253012,29.491111111111113
316,118.32102409638554,29.491111111111113
317,118.33126506024097,29.491111111111113
318,118.34150602409638,29.491111111111113
319,118.3517469879518,29.491111111111113
320,118.36198795180722,29.491111111111113
321,118.37222891566265,29.491111111111113
322,118.38246987951807,29.491111111111113
323,118.3927108433735,29.491111111111113
324,118.40295180722892,29.491111111111113
325,118.41319277108433,29.491111111111113
326,118.42343373493975,29.491111111111113
327,118.43367469879517,29.491111111111113
328,118.4439156626506,29.491111111111113
329,118.45415662650602,29.491111111111113
330,118.46439759036144,29.491111111111113
331,118.47463855421687,29.491111111111113
332,118.48487951807229,29.491111111111113
333,117.6451204819277,29.5
334,117.65536144578313,29.5
335,117.66560240963855,29.5
336,117.67584337349398,29.5
337,117.6860843373494,29.5
338,117.69632530120482,29.5
339,117.70656626506025,29.5
340,117.71680722891567,29.5
341,117.72704819277108,29.5
342,117.7372891566265,29.5
343,117.74753012048193,29.5
344,117.75777108433735,29.5
345,117.76801204819277,29.5
346,117.7782530120482,29.5
347,117.78849397590362,29.5
348,117.79873493975903,29.5
349,117.80897590361445,29.5
350,117.81921686746988,29.5
351,117.8294578313253,29.5
352,117.83969879518072,29.5
353,117.84993975903615,29.5
354,117.86018072289157,29.5
355,117.870421686747,29.5
356,117.8806626506024,29.5
357,117.89090361445783,29.5
358,117.90114457831325,29.5
359,117.91138554216867,29.5
360,117.9216265060241,29.5
361,117.93186746987952,29.5
362,117.94210843373494,29.5
363,117.95234939759035,29.5
364,117.96259036144578,29.5
365,117.9728313253012,29.5
366,117.98307228915662,29.5
367,117.99331325301205,29.5
368,118.00355421686747,29.5
369,118.0137951807229,29.5
370,118.02403614457832,29.5
371,118.03427710843373,29.5
372,118.04451807228915,29.5
373,118.05475903614457,29.5
374,118.065,29.5
375,118.07524096385542,29.5
376,118.08548192771084,29.5
377,118.09572289156627,29.5
378,118.10596385542168,29.5
379,118.1162048192771,29.5
380,118.12644578313252,29.5
381,118.13668674698795,29.5
382,118.14692771084337,29.5
383,118.1571686746988,29.5
384,118.16740963855422,29.5
385,118.17765060240964,29.5
386,118.18789156626505,29.5
387,118.19813253012047,29.5
388,118.2083734939759,29.5
389,118.21861445783132,29.5
390,118.22885542168675,29.5
391,118.23909638554217,29.5
392,118.24933734939759,29.5
393,118.259578313253,29.5
394,118.26981927710843,29.5
395,118.28006024096385,29.5
396,118.29030120481927,29.5
397,118.3005421686747,29.5
398,118.31078313253012,29.5
399,118.32102409638554,29.5
400,118.33126506024097,29.5
401,118.34150602409638,29.5
402,118.3517469879518,29.5
403,118.36198795180722,29.5
404,118.37222891566265,29.5
405,118.38246987951807,29.5
406,118.3927108433735,29.5
407,118.40295180722892,29.5
408,118.41319277108433,29.5
409,118.42343373493975,29.5
410,118.43367469879517,29.5
411,118.4439156626506,29.5
412,118.45415662650602,29.5
413,118.46439759036144,29.5
414,118.47463855421687,29.5
415,118.48487951807229,29.5
416,117.6451204819277,29.50888888888889
417,117.65536144578313,29.50888888888889
418,117.66560240963855,29.50888888888889
419,117.67584337349398,29.50888888888889
420,117.6860843373494,29.50888888888889
421,117.69632530120482,29.50888888888889
422,117.70656626506025,29.50888888888889
423,117.71680722891567,29.50888888888889
424,117.72704819277108,29.50888888888889
425,117.7372891566265,29.50888888888889
426,117.74753012048193,29.50888888888889
427,117.75777108433735,29.50888888888889
428,117.76801204819277,29.50888888888889
429,117.7782530120482,29.50888888888889
430,117.78849397590362,29.50888888888889
431,117.79873493975903,29.50888888888889
432,117.80897590361445,29.50888888888889
433,117.81921686746988,29.50888888888889
434,117.8294578313253,29.50888888888889
435,117.83969879518072,29.50888888888889
436,117.84993975903615,29.50888888888889
437,117.86018072289157,29.50888888888889
438,117.870421686747,29.50888888888889
439,117.8806626506024,29.50888888888889
440,117.89090361445783,29.50888888888889
441,117.90114457831325,29.50888888888889
442,117.91138554216867,29.50888888888889
443,117.9216265060241,29.50888888888889
444,117.93186746987952,29.50888888888889
445,117.94210843373494,29.50888888888889
446,117.95234939759035,29.50888888888889
447,117.96259036144578,29.50888888888889
448,117.9728313253012,29.50888888888889
449,117.98307228915662,29.50888888888889
450,117.99331325301205,29.50888888888889
451,118.00355421686747,29.50888888888889
452,118.0137951807229,29.50888888888889
453,118.02403614457832,29.50888888888889
454,118.03427710843373,29.50888888888889
455,118.04451807228915,29.50888888888889
456,118.05475903614457,29.50888888888889
457,118.065,29.50888888888889
458,118.07524096385542,29.50888888888889
459,118.08548192771084,29.50888888888889
460,118.09572289156627,29.50888888888889
461,118.10596385542168,29.50888888888889
462,118.1162048192771,29.50888888888889
463,118.12644578313252,29.50888888888889
464,118.13668674698795,29.50888888888889
465,118.14692771084337,29.50888888888889
466,118.1571686746988,29.50888888888889
467,118.16740963855422,29.50888888888889
468,118.17765060240964,29.50888888888889
469,118.18789156626505,29.50888888888889
470,118.19813253012047,29.50888888888889
471,118.2083734939759,29.50888888888889
472,118.21861445783132,29.50888888888889
473,118.22885542168675,29.50888888888889
474,118.23909638554217,29.50888888888889
475,118.24933734939759,29.50888888888889
476,118.259578313253,29.50888888888889
477,118.26981927710843,29.50888888888889
478,118.28006024096385,29.50888888888889
479,118.29030120481927,29.50888888888889
480,118.3005421686747,29.50888888888889
481,118.31078313253012,29.50888888888889
482,118.32102409638554,29.50888888888889
483,118.33126506024097,29.50888888888889
484,118.34150602409638,29.50888888888889
485,118.3517469879518,29.50888888888889
486,118.36198795180722,29.50888888888889
487,118.37222891566265,29.50888888888889
488,118.38246987951807,29.50888888888889
489,118.3927108433735,29.50888888888889
490,118.40295180722892,29.50888888888889
491,118.41319277108433,29.50888888888889
492,118.42343373493975,29.50888888888889
493,118.43367469879517,29.50888888888889
494,118.4439156626506,29.50888888888889
495,118.45415662650602,29.50888888888889
496,118.46439759036144,29.50888888888889
497,118.47463855421687,29.50888888888889
498,118.48487951807229,29.50888888888889
499,117.6451204819277,29.517777777777777
500,117.65536144578313,29.517777777777777
501,117.66560240963855,29.517777777777777
502,117.67584337349398,29.517777777777777
503,117.6860843373494,29.517777777777777
504,117.69632530120482,29.517777777777777
505,117.70656626506025,29.517777777777777
506,117.71680722891567,29.517777777777777
507,117.72704819277108,29.517777777777777
508,117.7372891566265,29.517777777777777
509,117.74753012048193,29.517777777777777
510,117.75777108433735,29.517777777777777
511,117.76801204819277,29.517777777777777
512,117.7782530120482,29.517777777777777
513,117.78849397590362,29.517777777777777
514,117.79873493975903,29.517777777777777
515,117.80897590361445,29.517777777777777
516,117.81921686746988,29.517777777777777
517,117.8294578313253,29.517777777777777
518,117.83969879518072,29.517777777777777
519,117.84993975903615,29.517777777777777
520,117.86018072289157,29.517777777777777
521,117.870421686747,29.517777777777777
522,117.8806626506024,29.517777777777777
523,117.89090361445783,29.517777777777777
524,117.90114457831325,29.517777777777777
525,117.91138554216867,29.517777777777777
526,117.9216265060241,29.517777777777777
527,117.93186746987952,29.517777777777777
528,117.94210843373494,29.517777777777777
529,117.95234939759035,29.517777777777777
530,117.96259036144578,29.517777777777777
531,117.9728313253012,29.517777777777777
532,117.98307228915662,29.517777777777777
533,117.99331325301205,29.517777777777777
534,118.00355421686747,29.517777777777777
535,118.0137951807229,29.517777777777777
536,118.02403614457832,29.517777777777777
537,118.03427710843373,29.517777777777777
538,118.04451807228915,29.517777777777777
539,118.05475903614457,29.517777777777777
540,118.065,29.517777777777777
541,118.07524096385542,29.517777777777777
542,118.08548192771084,29.517777777777777
543,118.09572289156627,29.517777777777777
544,118.10596385542168,29.517777777777777
545,118.1162048192771,29.517777777777777
546,118.12644578313252,29.517777777777777
547,118.13668674698795,29.517777777777777
548,118.14692771084337,29.517777777777777
549,118.1571686746988,29.517777777777777
550,118.16740963855422,29.517777777777777
551,118.17765060240964,29.517777777777777
552,118.18789156626505,29.517777777777777
553,118.19813253012047,29.517777777777777
554,118.2083734939759,29.517777777777777
555,118.21861445783132,29.517777777777777
556,118.22885542168675,29.517777777777777
557,118.23909638554217,29.517777777777777
558,118.24933734939759,29.517777777777777
559,118.259578313253,29.517777777777777
560,118.26981927710843,29.517777777777777
561,118.28006024096385,29.517777777777777
562,118.29030120481927,29.517777777777777
563,118.3005421686747,29.517777777777777
564,118.31078313253012,29.517777777777777
565,118.32102409638554,29.517777777777777
566,118.33126506024097,29.517777777777777
567,118.34150602409638,29.517777777777777
568,118.3517469879518,29.517777777777777
569,118.36198795180722,29.517777777777777
570,118.37222891566265,29.517777777777777
571,118.38246987951807,29.517777777777777
572,118.3927108433735,29.517777777777777
573,118.40295180722892,29.517777777777777
574,118.41319277108433,29.517777777777777
575,118.42343373493975,29.517777777777777
576,118.43367469879517,29.517777777777777
577,118.4439156626506,29.517777777777777
578,118.45415662650602,29.517777777777777
579,118.46439759036144,29.517777777777777
580,118.47463855421687,29.517777777777777
581,118.48487951807229,29.517777777777777
582,117.6451204819277,29.526666666666667
583,117.65536144578313,29.526666666666667
584,117.66560240963855,29.526666666666667
585,117.67584337349398,29.526666666666667
586,117.6860843373494,29.526666666666667
587,117.69632530120482,29.526666666666667
588,117.70656626506025,29.526666666666667
589,117.71680722891567,29.526666666666667
590,117.72704819277108,29.526666666666667
591,117.7372891566265,29.526666666666667
592,117.74753012048193,29.526666666666667
593,117.75777108433735,29.526666666666667
594,117.76801204819277,29.526666666666667
595,117.7782530120482,29.526666666666667
596,117.78849397590362,29.526666666666667
597,117.79873493975903,29.526666666666667
598,117.80897590361445,29.526666666666667
599,117.81921686746988,29.526666666666667
600,117.8294578313253,29.526666666666667
601,117.83969879518072,29.526666666666667
602,117.84993975903615,29.526666666666667
603,117.86018072289157,29.526666666666667
604,117.870421686747,29.526666666666667
605,117.8806626506024,29.526666666666667
606,117.89090361445783,29.526666666666667
607,117.90114457831325,29.526666666666667
608,117.91138554216867,29.526666666666667
609,117.9216265060241,29.526666666666667
610,117.93186746987952,29.526666666666667
611,117.94210843373494,29.526666666666667
612,117.95234939759035,29.526666666666667
613,117.96259036144578,29.526666666666667
614,117.9728313253012,29.526666666666667
615,117.98307228915662,29.526666666666667
616,117.99331325301205,29.526666666666667
617,118.00355421686747,29.526666666666667
618,118.0137951807229,29.526666666666667
619,118.02403614457832,29.526666666666667
620,118.03427710843373,29.526666666666667
621,118.04451807228915,29.526666666666667
622,118.05475903614457,29.526666666666667
623,118.065,29.526666666666667
624,118.07524096385542,29.526666666666667
625,118.08548192771084,29.526666666666667
626,118.09572289156627,29.526666666666667
627,118.10596385542168,29.526666666666667
628,118.1162048192771,29.526666666666667
629,118.12644578313252,29.526666666666667
630,118.13668674698795,29.526666666666667
631,118.14692771084337,29.526666666666667
632,118.1571686746988,29.526666666666667
633,118.16740963855422,29.526666666666667
634,118.17765060240964,29.526666666666667
635,118.18789156626505,29.526666666666667
636,118.19813253012047,29.526666666666667
637,118.2083734939759,29.526666666666667
638,118.21861445783132,29.526666666666667
639,118.22885542168675,29.526666666666667
640,118.23909638554217,29.526666666666667
641,118.24933734939759,29.526666666666667
642,118.259578313253,29.526666666666667
643,118.26981927710843,29.526666666666667
644,118.28006024096385,29.526666666666667
645,118.29030120481927,29.526666666666667
646,118.3005421686747,29.526666666666667
647,118.31078313253012,29.526666666666667
648,118.32102409638554,29.526666666666667
649,118.33126506024097,29.526666666666667
650,118.34150602409638,29.526666666666667
651,118.3517469879518,29.526666666666667
652,118.36198795180722,29.526666666666667
653,118.37222891566265,29.526666666666667
654,118.38246987951807,29.526666666666667
655,118.3927108433735,29.526666666666667
656,118.40295180722892,29.526666666666667
657,118.41319277108433,29.526666666666667
658,118.42343373493975,29.526666666666667
659,118.43367469879517,29.526666666666667
660,118.4439156626506,29.526666666666667
661,118.45415662650602,29.526666666666667
662,118.46439759036144,29.526666666666667
663,118.47463855421687,29.526666666666667
664,118.48487951807229,29.526666666666667
665,117.6451204819277,29.535555555555558
666,117.65536144578313,29.535555555555558
667,117.66560240963855,29.535555555555558
668,117.67584337349398,29.535555555555558
669,117.6860843373494,29.535555555555558
670,117.69632530120482,29.535555555555558
671,117.70656626506025,29.535555555555558
672,117.71680722891567,29.535555555555558
673,117.72704819277108,29.535555555555558
674,117.7372891566265,29.535555555555558
675,117.74753012048193,29.535555555555558
676,117.75777108433735,29.535555555555558
677,117.76801204819277,29.535555555555558
678,117.7782530120482,29.535555555555558
679,117.78849397590362,29.535555555555558
680,117.79873493975903,29.535555555555558
681,117.80897590361445,29.535555555555558
682,117.81921686746988,29.535555555555558
683,117.8294578313253,29.535555555555558
684,117.83969879518072,29.535555555555558
685,117.84993975903615,29.535555555555558
686,117.86018072289157,29.535555555555558
687,117.870421686747,29.535555555555558
688,117.8806626506024,29.535555555555558
689,117.89090361445783,29.535555555555558
690,117.90114457831325,29.535555555555558
691,117.91138554216867,29.535555555555558
692,117.9216265060241,29.535555555555558
693,117.93186746987952,29.535555555555558
694,117.94210843373494,29.535555555555558
695,117.95234939759035,29.535555555555558
696,117.96259036144578,29.535555555555558
697,117.9728313253012,29.535555555555558
698,117.98307228915662,29.535555555555558
699,117.99331325301205,29.535555555555558
700,118.00355421686747,29.535555555555558
701,118.0137951807229,29.535555555555558
702,118.02403614457832,29.535555555555558
703,118.03427710843373,29.535555555555558
704,118.04451807228915,29.535555555555558
705,118.05475903614457,29.535555555555558
706,118.065,29.535555555555558
707,118.07524096385542,29.535555555555558
708,118.08548192771084,29.535555555555558
709,118.09572289156627,29.535555555555558
710,118.10596385542168,29.535555555555558
711,118.1162048192771,29.535555555555558
712,118.12644578313252,29.535555555555558
713,118.13668674698795,29.535555555555558
714,118.14692771084337,29.535555555555558
715,118.1571686746988,29.535555555555558
716,118.16740963855422,29.535555555555558
717,118.17765060240964,29.535555555555558
718,118.18789156626505,29.535555555555558
719,118.19813253012047,29.535555555555558
720,118.2083734939759,29.535555555555558
721,118.21861445783132,29.535555555555558
722,118.22885542168675,29.535555555555558
723,118.23909638554217,29.535555555555558
724,118.24933734939759,29.535555555555558
725,118.259578313253,29.535555555555558
726,118.26981927710843,29.535555555555558
727,118.28006024096385,29.535555555555558
728,118.29030120481927,29.535555555555558
729,118.3005421686747,29.535555555555558
730,118.31078313253012,29.535555555555558
731,118.32102409638554,29.535555555555558
732,118.33126506024097,29.535555555555558
733,118.34150602409638,29.535555555555558
734,118.3517469879518,29.535555555555558
735,118.36198795180722,29.535555555555558
736,118.37222891566265,29.535555555555558
737,118.38246987951807,29.535555555555558
738,118.3927108433735,29.535555555555558
739,118.40295180722892,29.535555555555558
740,118.41319277108433,29.535555555555558
741,118.42343373493975,29.535555555555558
742,118.43367469879517,29.535555555555558
743,118.4439156626506,29.535555555555558
744,118.45415662650602,29.535555555555558
745,118.46439759036144,29.535555555555558
746,118.47463855421687,29.535555555555558
747,118.48487951807229,29.535555555555558
748,117.6451204819277,29.544444444444444
749,117.65536144578313,29.544444444444444
750,117.66560240963855,29.544444444444444
751,117.67584337349398,29.544444444444444
752,117.6860843373494,29.544444444444444
753,117.69632530120482,29.544444444444444
754,117.70656626506025,29.544444444444444
755,117.71680722891567,29.544444444444444
756,117.72704819277108,29.544444444444444
757,117.7372891566265,29.544444444444444
758,117.74753012048193,29.544444444444444
759,117.75777108433735,29.544444444444444
760,117.76801204819277,29.544444444444444
761,117.7782530120482,29.544444444444444
762,117.78849397590362,29.544444444444444
763,117.79873493975903,29.544444444444444
764,117.80897590361445,29.544444444444444
765,117.81921686746988,29.544444444444444
766,117.8294578313253,29.544444444444444
767,117.83969879518072,29.544444444444444
768,117.84993975903615,29.544444444444444
769,117.86018072289157,29.544444444444444
770,117.870421686747,29.544444444444444
771,117.8806626506024,29.544444444444444
772,117.89090361445783,29.544444444444444
773,117.90114457831325,29.544444444444444
774,117.91138554216867,29.544444444444444
775,117.9216265060241,29.544444444444444
776,117.93186746987952,29.544444444444444
777,117.94210843373494,29.544444444444444
778,117.95234939759035,29.544444444444444
779,117.96259036144578,29.544444444444444
780,117.9728313253012,29.544444444444444
781,117.98307228915662,29.544444444444444
782,117.99331325301205,29.544444444444444
783,118.00355421686747,29.544444444444444
784,118.0137951807229,29.544444444444444
785,118.02403614457832,29.544444444444444
786,118.03427710843373,29.544444444444444
787,118.04451807228915,29.544444444444444
788,118.05475903614457,29.544444444444444
789,118.065,29.544444444444444
790,118.07524096385542,29.544444444444444
791,118.08548192771084,29.544444444444444
792,118.09572289156627,29.544444444444444
793,118.10596385542168,29.544444444444444
794,118.1162048192771,29.544444444444444
795,118.12644578313252,29.544444444444444
796,118.13668674698795,29.544444444444444
797,118.14692771084337,29.544444444444444
798,118.1571686746988,29.544444444444444
